店名,電話,住所,ジャンル
ツルハドラッグ網走北店,北海道網走市北4条西4丁目1-5,0152-61-1281,ドラッグストア
ツルハドラッグ 標津町店,北海道標津郡標津町南８条西１丁目４７,0153-85-7720,ドラッグストア
ツルハドラッグ標津町店,北海道標津郡標津町南8条西1丁目4-7,0153-85-7720,ドラッグストア
サツドラ白老末広店,北海道白老郡白老町末広町1丁目4-23,0144-84-6750,ドラッグストア
サツドラ 白老末広店,北海道白老郡白老町末広町１丁目４２３,0144-84-6750,ドラッグストア
ツルハドラッグマックスバリュ恵庭店,北海道恵庭市恵央町11-1,0123-39-2461,ドラッグストア
サツドラ函館柏木店,北海道函館市柏木町11-1,0138-30-1001,ドラッグストア
ツルハドラッグ岩見沢駅前店,北海道岩見沢市1条西6丁目7-1,0126-31-0268,ドラッグストア
ツルハドラッグ函館的場店,北海道函館市的場町10-3,0138-30-1268,ドラッグストア
ツルハドラッグ 函館的場店,北海道函館市的場町２０１,0138-30-1268,ドラッグストア
ツルハドラッグ美幌新町店,北海道網走郡美幌町字新町1丁目7-2,0152-75-0268,ドラッグストア
ツルハドラッグ 美幌新町店,北海道網走郡美幌町字新町１丁目７２,0152-75-0268,ドラッグストア
ツルハドラッグ江差新地町店,北海道檜山郡江差町字新地町14,0139-54-2268,ドラッグストア
ツルハドラッグ 江差新地町店,北海道檜山郡江差町字新地町１９,0139-54-2268,ドラッグストア
ツルハドラッグ 砂川店,北海道砂川市西１条南２丁目１１,0125-55-3677,ドラッグストア
サツドラ 深川店,北海道深川市３条１８２８,0164-26-8701,ドラッグストア
サツドラ深川店,北海道深川市3条18-28,0164-26-8701,ドラッグストア
安全堂薬店,北海道帯広市大通南９丁目２,0155-23-8427,ドラッグストア
サツドラ 留萌潮静店,北海道留萌市潮静１丁目１３,0164-56-0250,ドラッグストア
サツドラ留萌潮静店,北海道留萌市潮静1丁目1-3,0164-56-0250,ドラッグストア
ツルハドラッグ北見三輪北店,北海道北見市中央三輪2丁目313-1,0157-57-6187,ドラッグストア
サツドラ 登別温泉・2号店,北海道登別市登別温泉町７２,0143-80-3012,ドラッグストア
サツドラ登別温泉2号店,北海道登別市登別温泉町72,0143-80-3012,ドラッグストア
サツドラ帯広西19条店,北海道帯広市西19条南2丁目29-15,0155-58-4677,ドラッグストア
サツドラ苫小牧しらかば店,北海道苫小牧市しらかば町2丁目1-23,0144-71-3030,ドラッグストア
サツドラ 苫小牧・しらかば店,北海道苫小牧市しらかば町２丁目１２３,0144-71-3030,ドラッグストア
ツルハドラッグ苫小牧日新店,北海道苫小牧市日新町2丁目6-30,0144-71-1788,ドラッグストア
ツルハドラッグ 遠軽南町店,北海道紋別郡遠軽町南町３丁目３４３,0158-49-2268,ドラッグストア
ツルハドラッグ遠軽南町店,北海道紋別郡遠軽町南町3丁目3-43,0158-49-2268,ドラッグストア
マツモトキヨシ 三井アウトレットパーク北広島店,北海道北広島市大曲幸町３丁目７６,011-370-3100,ドラッグストア
マツモトキヨシOUTLET三井アウトレット札幌北広島店,北海道北広島市大曲幸町3-7-6,011-370-3100,ドラッグストア
ツルハドラッグ 阿寒湖温泉店,北海道釧路市阿寒町阿寒湖温泉１丁目４２０,0154-67-5268,ドラッグストア
ツルハドラッグ阿寒湖温泉店,北海道釧路市阿寒町阿寒湖温泉1丁目4,0154-67-5268,ドラッグストア
調剤薬局ツルハドラッグ北見メッセ店,北海道北見市中央三輪5丁目423-5,0157-66-4080,ドラッグストア
サツドラ 端野店,北海道北見市端野町三区５６４１,0157-67-6660,ドラッグストア
サツドラ端野店,北海道北見市端野町三区564-1,0157-67-6660,ドラッグストア
サツドラ白樺店,北海道帯広市白樺16条西2丁目7-7,0155-38-2733,ドラッグストア
サツドラ 白樺店,北海道帯広市白樺１６条西２丁目７７,0155-38-2733,ドラッグストア
サツドラ 音更店,北海道河東郡音更町木野大通西１１丁目２２,0155-43-5561,ドラッグストア
サツドラ音更店,北海道河東郡音更町木野大通西11丁目2-2,0155-43-5561,ドラッグストア
サツドラ 厚岸店,北海道厚岸郡厚岸町港町３丁目１１４,0153-53-3223,ドラッグストア
サツドラ厚岸店,北海道厚岸郡厚岸町港町3丁目114,0153-53-3223,ドラッグストア
サツドラ紋別店,北海道紋別市落石町1丁目28-35,0158-26-4336,ドラッグストア
ツルハドラッグ 湧別店,北海道紋別郡湧別町北兵村３区５１６,01586-4-2268,ドラッグストア
ツルハドラッグ湧別店,北海道紋別郡湧別町北兵村三区518-1,01586-4-2268,ドラッグストア
ツルハドラッグ南滝の川店,北海道滝川市南滝の川131-5,0125-26-0026,ドラッグストア
ツルハドラッグ北見北斗店,北海道北見市北斗町3丁目4-8,0157-69-7705,ドラッグストア
ツルハドラッグ美咲野店,北海道恵庭市美咲野3丁目8-11,0123-39-5722,ドラッグストア
ツルハドラッグ釧路富士見店,北海道釧路市富士見3丁目5-7,0154-44-0588,ドラッグストア
ツルハドラッグ桜町店,北海道北見市桜町6丁目2-4,0157-69-3224,ドラッグストア
わたなべ薬房,北海道苫小牧市美園町２丁目１４,0144-32-7858,ドラッグストア
黒川薬房 事務所,北海道夕張郡由仁町本町３５９,0123-83-2817,ドラッグストア
調剤薬局ツルハドラッグ砂川店,北海道砂川市西1条南2丁目1-1,0125-55-3677,ドラッグストア
ツルハドラッグ 岩見沢10条店,北海道岩見沢市１０条東１丁目１１,0126-35-1182,ドラッグストア
ツルハドラッグ岩見沢10条店,北海道岩見沢市10条東1丁目1-1,0126-35-1182,ドラッグストア
サツドラ恵庭泉町店,北海道恵庭市泉町75,0123-34-6625,ドラッグストア
サツドラ 恵庭・泉町店,北海道恵庭市泉町７５,0123-34-6625,ドラッグストア
アライ大学堂本店,北海道岩内郡岩内町大和1-8,0135-62-0456,ドラッグストア
ツルハドラッグ函館湯川西店,北海道函館市湯川町1丁目24-16,0138-36-2680,ドラッグストア
ツルハドラッグ 函館湯川西店,北海道函館市湯川町１丁目２４,0138-36-2680,ドラッグストア
ツルハドラッグ名寄西4条店,北海道名寄市西4条南6丁目8,01654-8-8311,ドラッグストア
藤田薬房,北海道砂川市吉野１条南４丁目２２４,0125-52-3537,ドラッグストア
くまがい薬房,北海道千歳市北栄１丁目２６４,0123-23-3602,ドラッグストア
生田薬舗,北海道網走郡美幌町字大通北４丁目,0152-73-2767,ドラッグストア
調剤薬局ツルハドラッグ留萌店,北海道留萌市花園町4丁目6-21,0164-49-1262,ドラッグストア
モトマチ薬品,北海道赤平市茂尻元町南１丁目１,0125-32-2064,ドラッグストア
坂下ヤクテン,北海道寿都郡黒松内町字黒松内２２４５,0136-72-3019,ドラッグストア
ツルハドラッグ釧路愛国店,北海道釧路市愛国東1丁目12-3,0154-39-5245,ドラッグストア
ツルハドラッグ 釧路愛国店,北海道釧路市愛国東１丁目１２３,0154-39-5245,ドラッグストア
シーズドラッグ・ステイ店,北海道苫小牧市三光町５丁目６４,0144-37-6366,ドラッグストア
ツルハドラッグ三笠店,北海道三笠市若松町12-7,01267-3-7708,ドラッグストア
ツルハドラッグ 三笠店,北海道三笠市若松町１２１,01267-3-7708,ドラッグストア
有限会社酒井太陽堂薬房,北海道様似郡様似町大通２丁目１,0146-36-3216,ドラッグストア
サツドラ宝来店,北海道函館市宝来町10-20,0138-27-2233,ドラッグストア
サツドラ 宝来店,北海道函館市宝来町１０１２,0138-27-2233,ドラッグストア
ツルハドラッグ北見中央三輪店,北海道北見市中央三輪2丁目401-2,0157-57-1977,ドラッグストア
ツルハドラッグ広尾店,北海道広尾郡広尾町並木通東2丁目2-9,01558-8-9385,ドラッグストア
ツルハドラッグ朝里店,北海道小樽市新光2丁目1-4,0134-51-3200,ドラッグストア
サツドラ洞爺湖旭町店,北海道虻田郡洞爺湖町旭町5丁目22,0142-74-3355,ドラッグストア
サツドラ 洞爺湖・旭町店,北海道虻田郡洞爺湖町旭町５２２,0142-74-3355,ドラッグストア
サツドラ江差店,北海道檜山郡江差町円山299-46,0139-54-2060,ドラッグストア
サツドラ 江差店,北海道檜山郡江差町字円山２９９４６,0139-54-2060,ドラッグストア
サツドラ 虹ヶ丘店,北海道北広島市虹ヶ丘６丁目８,011-374-3337,ドラッグストア
ツルハドラッグ北見南町店,北海道北見市南町1丁目8-5,0157-57-7917,ドラッグストア
ツルハドラッグ 北見南町店,北海道北見市南町１丁目８５,0157-57-7917,ドラッグストア
ツルハドラッグ函館人見店,北海道函館市人見町25-1,0138-33-6268,ドラッグストア
くすりの吉田 本店,北海道虻田郡洞爺湖町本町１７７１２,0142-76-2004,ドラッグストア
ツルハドラッグ 北見留辺蘂店,北海道北見市留辺蘂町旭公園９５１,0157-33-1260,ドラッグストア
ツルハドラッグ北見留辺蘂店,北海道北見市留辺蘂町旭公園95-9,0157-33-1260,ドラッグストア
サツドラ函館日の出店,北海道函館市日乃出町17-20,0138-35-3525,ドラッグストア
サツドラ函館日の出店,北海道函館市日乃出町１７２１,0138-35-3525,ドラッグストア
ココカラファイン桜町店,北海道小樽市桜2丁目38-1,0134-52-1611,ドラッグストア
ココカラファイン 桜町店,北海道小樽市桜２丁目３８１,0134-52-1611,ドラッグストア
ツルハドラッグ浦河店,北海道浦河郡浦河町堺町西6丁目492-53,0146-23-3700,ドラッグストア
ツルハドラッグ名寄徳田店,北海道名寄市徳田88-6,01654-9-2822,ドラッグストア
ツルハドラッグ登別若草店,北海道登別市若草町4丁目11-1,0143-82-5755,ドラッグストア
工藤薬品,北海道枝幸郡中頓別町字中頓別１８,01634-6-1055,ドラッグストア
ツルハドラッグ新生台店,北海道苫小牧市三光町2丁目24-25,0144-38-7181,ドラッグストア
大正堂薬房,北海道寿都郡寿都町字大磯町８３２,0136-62-2257,ドラッグストア
サツドラ帯広西8条店,北海道帯広市西8条南17丁目2,0155-20-1105,ドラッグストア
サツドラ 帯広西8条店,北海道帯広市西８条南１７丁目２,0155-20-1105,ドラッグストア
ナガオ薬局住之江店,北海道釧路市住之江町6-31,0154-22-5788,ドラッグストア
サンドラッグ苫小牧緑町店,北海道苫小牧市緑町2丁目8-10,0144-38-7225,ドラッグストア
サンドラッグ大麻駅前ラルズ店,北海道江別市大麻中町26-9,011-398-2771,ドラッグストア
ツルハドラッグ緑西店,北海道帯広市西17条南4丁目42,0155-58-3400,ドラッグストア
サンドラッグ富川店,北海道沙流郡日高町富川南2丁目2-5,01456-7-8366,ドラッグストア
サツドラ美唄店,北海道美唄市大通西1条南2丁目1-1,0126-66-6661,ドラッグストア
サツドラ 美唄店,北海道美唄市大通西１条南２丁目１１,0126-66-6661,ドラッグストア
サツドラ千歳レラ店,北海道千歳市柏台南1丁目2-1,0123-40-1700,ドラッグストア
長谷代吉朗薬房,北海道留萌郡小平町字鬼鹿港町２区,0164-57-1626,ドラッグストア
調剤薬局ツルハドラッグ音更店,北海道河東郡音更町木野大通西15丁目2-4,0155-32-2268,ドラッグストア
ツルハドラッグ釧路昭和中央店,北海道釧路市昭和中央５丁目２１４,0154-55-6268,ドラッグストア
ツルハドラッグ釧路昭和中央店,北海道釧路市昭和中央5丁目2-12,0154-55-6268,ドラッグストア
サツドラ 千歳・末広店,北海道千歳市末広４丁目３１,0123-40-0610,ドラッグストア
サツドラ千歳末広店,北海道千歳市末広4丁目3-1,0123-40-0610,ドラッグストア
サツドラ安平早来店,北海道勇払郡安平町早来大町106-4,0145-29-7388,ドラッグストア
ツルハドラッグ深川文光店,北海道深川市文光町7-10,0164-26-8500,ドラッグストア
ツルハドラッグ 洞爺湖温泉東店,北海道虻田郡洞爺湖町洞爺湖温泉７０１２,0142-73-1268,ドラッグストア
ツルハドラッグ洞爺湖温泉東店,北海道虻田郡洞爺湖町洞爺湖温泉70-12,0142-73-1268,ドラッグストア
ツルハドラッグ釧路鳥取大通店,北海道釧路市鳥取大通5丁目7-1,0154-55-5268,ドラッグストア
調剤薬局ツルハドラッグ稚内新光店,北海道稚内市新光町1483-82,0162-34-7755,ドラッグストア
ツルハドラッグ滝川本町店,北海道滝川市本町4丁目4-1,0125-74-5045,ドラッグストア
ツルハドラッグ 滝川本町店,北海道滝川市本町４丁目４１,0125-74-5045,ドラッグストア
コープさっぽろ びほろ店シーズドラッグ,北海道網走郡美幌町字三橋南３,0152-77-3034,ドラッグストア
