店名,電話,住所,ジャンル
ハッピー・ドラッグ青森大鰐店,青森県南津軽郡大鰐町大字大鰐字前田5-1,0172-49-1040,ドラッグストア
ハッピー・ドラッグ十和田元町東店,青森県十和田市元町東1丁目13-16,0176-25-7557,ドラッグストア
ハッピードラッグ十和田店,青森県十和田市元町東１丁目１３１６,0176-25-7557,ドラッグストア
ドラッグ・ユー 小中野店,青森県八戸市小中野３丁目２４７２,0178-22-3386,ドラッグストア
ハッピー・ドラッグ青森浜館店,青森県青森市浜館6-4-21,017-752-6171,ドラッグストア
たてさか薬品,青森県十和田市西六番町３２９,0176-23-0562,ドラッグストア
アルソア化粧品たてさか店,青森県十和田市西六番町３２９,0176-23-0562,ドラッグストア
薬王堂三戸川守田店,青森県三戸郡三戸町大字川守田字沖中61-1,0179-23-0181,ドラッグストア
薬王堂 三戸川守田店,青森県三戸郡三戸町大字川守田字沖中６１１,0179-23-0181,ドラッグストア
薬王堂十和田元町店,青森県十和田市元町西5丁目1-7,0176-25-6370,ドラッグストア
薬王堂十和田元町店,青森県十和田市元町西５丁目１７,0176-25-6370,ドラッグストア
横山薬店,青森県青森市旭町１丁目１２９,017-776-5848,ドラッグストア
ハッピードラッグ浪館店,青森県青森市浪館前田４丁目６１,017-761-7141,ドラッグストア
ハッピー・ドラッグ青森浪館店,青森県青森市浪館前田4丁目6-1,017-761-7141,ドラッグストア
マツモトキヨシシンフォニープラザ八戸沼館店,青森県八戸市沼館4丁目4-8,0178-73-5150,ドラッグストア
マツモトキヨシシンフォニープラザ 八戸沼館店,青森県八戸市沼館４丁目４８,0178-73-5150,ドラッグストア
ツルハドラッグ 青森新田店,青森県青森市新田２丁目２１６,017-752-8170,ドラッグストア
ツルハドラッグ青森新田店,青森県青森市新田1丁目1-10,017-761-7190,ドラッグストア
サンドラッグ八戸店,青森県八戸市北白山台5丁目1-7,0178-70-2285,ドラッグストア
スーパードラッグアサヒ青森中央店,青森県青森市東大野２丁目１１３,017-762-2227,ドラッグストア
スーパードラッグアサヒ青森中央店,青森県青森市東大野2丁目11-3,017-762-2227,ドラッグストア
薬王堂 青森・三戸店,青森県三戸郡三戸町大字同心町字金堀２６,0179-22-1422,ドラッグストア
薬王堂青森三戸店,青森県三戸郡三戸町大字同心町字金堀2-6,0179-22-1422,ドラッグストア
ドラッグ・ユー 階上店,青森県三戸郡階上町大字道仏字耳ケ吠４３３６９,0178-88-2006,ドラッグストア
ツルハドラッグ八戸小中野店,青森県八戸市小中野4丁目5-18,0178-71-1268,ドラッグストア
ツルハドラッグ 八戸小中野店,青森県八戸市小中野４丁目５１８,0178-71-1268,ドラッグストア
ハッピードラッグ 戸山店,青森県青森市蛍沢４丁目２８,017-752-8377,ドラッグストア
スーパードラッグアサヒ下田店,青森県上北郡おいらせ町高田69-1,0178-50-6320,ドラッグストア
メガ小柳店,青森県青森市小柳5丁目19-8,017-743-2555,ドラッグストア
ハッピードラック穂並町店,青森県十和田市穂並町７３,0176-21-5141,ドラッグストア
ハッピー・ドラッグ十和田穂並町店,青森県十和田市穂並町7-3,0176-21-5141,ドラッグストア
薬王堂青森六ヶ所店,青森県上北郡六ヶ所村大字尾駮字家ノ前1-95,0175-73-7140,ドラッグストア
みんゆう薬局黒石病院前店,青森県黒石市北美町1丁目74-1,0172-59-0711,ドラッグストア
調剤薬局ツルハドラッグ大野店,青森県青森市金沢3丁目12-21,017-721-4330,ドラッグストア
ツルハドラッグみなと店,青森県八戸市湊町新井田道12-1,0178-33-6565,ドラッグストア
ツルハドラッグみなと店,青森県八戸市大字湊町字新井田道１２１,0178-33-6565,ドラッグストア
薬王堂五所川原新宮店,青森県五所川原市字幾世森175-1,0173-33-0890,ドラッグストア
株式会社薬王堂 五所川原新宮店,青森県五所川原市字幾世森１７５１,0173-33-0890,ドラッグストア
ハッピー・ドラッグ三沢堀口店,青森県三沢市堀口3丁目1-5,0176-53-7742,ドラッグストア
ハッピードラッグ三沢店,青森県三沢市堀口３丁目１５,0176-53-7742,ドラッグストア
ハッピー・ドラッグ 大畑店,青森県むつ市大畑町中島３９１６,0175-45-3077,ドラッグストア
ハッピー・ドラッグむつ大畑店,青森県むつ市大畑町中島39-26,0175-45-3077,ドラッグストア
ハッピー・ドラッグ青森板柳店,青森県北津軽郡板柳町福野田実田23-1,0172-55-9123,ドラッグストア
ハッピー・ドラッグ 板柳店,青森県北津軽郡板柳町大字福野田字実田２３１,0172-55-9123,ドラッグストア
第一中央薬店,青森県上北郡七戸町字倉越１３２,0176-62-2033,ドラッグストア
薬王堂青森上北店,青森県上北郡東北町旭南2丁目324-1,0176-56-4388,ドラッグストア
薬王堂 青森・上北店,青森県上北郡東北町旭南２丁目３２４１,0176-56-4388,ドラッグストア
ハッピー・ドラッグ とまぶモール店,青森県むつ市金曲１丁目２４,0175-34-9160,ドラッグストア
ハッピー・ドラッグむつとまぶモール店,青森県むつ市金曲1丁目2-4,0175-34-9160,ドラッグストア
ハッピー・ドラッグ青森油川店,青森県青森市油川字浪返102-1,017-763-0107,ドラッグストア
株式会社薬王堂 八戸田向店,青森県八戸市田向２丁目１２３,0178-45-8900,ドラッグストア
薬王堂八戸田向店,青森県八戸市田向2丁目1-23,0178-45-8900,ドラッグストア
渡部薬店,青森県三戸郡田子町大字田子字田子１８,0179-32-2063,ドラッグストア
薬王堂青森中泊店,青森県北津軽郡中泊町大字中里字紅葉坂168-5,0173-23-0212,ドラッグストア
株式会社薬王堂 青森中泊店,青森県北津軽郡中泊町大字中里字紅葉坂１６８５,0173-23-0212,ドラッグストア
藤本薬店,青森県黒石市大字山形町１０１,0172-52-2772,ドラッグストア
薬王堂青森六戸店,青森県上北郡六戸町大字犬落瀬前谷地23,0176-55-3371,ドラッグストア
株式会社薬王堂 青森六戸店,青森県上北郡六戸町大字犬落瀬字前谷地２３,0176-55-3371,ドラッグストア
ハッピー・ドラッグ るいけ店,青森県八戸市南類家３丁目２１４,0178-38-7211,ドラッグストア
ハッピー・ドラッグ八戸類家店,青森県八戸市南類家3丁目2-14,0178-47-4040,ドラッグストア
株式会社薬王堂 八戸河原木店,青森県八戸市大字河原木字二階堀５１,0178-20-8588,ドラッグストア
薬王堂八戸河原木店,青森県八戸市大字河原木字二階堀5-1,0178-20-8588,ドラッグストア
ツルハドラッグ八戸諏訪店,青森県八戸市諏訪3丁目3-20,0178-71-4268,ドラッグストア
ツルハドラッグ 八戸諏訪店,青森県八戸市諏訪３丁目３１７,0178-71-4268,ドラッグストア
ツルハドラッグ 五所川原広田店,青森県五所川原市大字広田字柳沼４１２,0173-26-0980,ドラッグストア
ツルハドラッグ五所川原広田店,青森県五所川原市大字広田字柳沼41-2,0173-26-0980,ドラッグストア
薬王堂青森浪岡店,青森県青森市浪岡大字浪岡字若松113-1,0172-40-2160,ドラッグストア
株式会社薬王堂 青森浪岡店,青森県青森市浪岡大字浪岡字若松１１３１,0172-40-2160,ドラッグストア
ツルハドラッグ つがる柏店,青森県つがる市柏広須志野田３９４,0173-23-0602,ドラッグストア
ツルハドラッグつがる柏店,青森県つがる市柏広須志野田166-1,0173-23-0602,ドラッグストア
ツルハドラッグ七戸店,青森県上北郡七戸町字笊田川久保32-2,0176-27-1572,ドラッグストア
ツルハドラッグ 七戸店,青森県上北郡七戸町字笊田川久保２０５,0176-27-1572,ドラッグストア
くすりのキープス平賀店,青森県平川市柏木町藤山25-9,0172-88-6982,ドラッグストア
ハッピー・ドラッグつがる木造店,青森県つがる市木造字浮巣51-1,0173-26-7570,ドラッグストア
くすりと健康の天空堂,青森県十和田市西十四番町３５２１,0176-51-6198,ドラッグストア
メガ勝田店,青森県青森市勝田2丁目20-1,017-721-2400,ドラッグストア
くろいし駅前薬店,青森県黒石市ぐみの木１丁目２４０,0172-52-6350,ドラッグストア
薬王堂黒石富士見店,青森県黒石市富士見118,0172-52-2241,ドラッグストア
薬王堂黒石富士見店,青森県黒石市富士見１１８,0172-52-2241,ドラッグストア
薬王堂十和田東店,青森県十和田市東十三番町18-3,0176-25-8208,ドラッグストア
薬王堂十和田東店,青森県十和田市東十三番町１８３,0176-25-8208,ドラッグストア
薬王堂青森野辺地店,青森県上北郡野辺地町字上前田７１,0175-64-2003,ドラッグストア
薬王堂青森野辺地店,青森県上北郡野辺地町上前田7-1,0175-64-2003,ドラッグストア
薬王堂平川大光寺店,青森県平川市大光寺三村井70-3,0172-26-8891,ドラッグストア
薬王堂 平川大光寺店,青森県平川市大光寺三村井７０３,0172-26-8891,ドラッグストア
ハッピー・ドラッグ青森おいらせ店,青森県上北郡おいらせ町字牛込平80-1,0178-20-0277,ドラッグストア
ハッピー・ドラッグ おいらせ店,青森県上北郡おいらせ町牛込平７２１,0178-20-0277,ドラッグストア
ハッピー・ドラッグ青森藤崎店,青森県南津軽郡藤崎町葛野新岡元109,0172-40-2051,ドラッグストア
ハッピー・ドラッグ 根城店,青森県八戸市根城２丁目２６２７,0178-38-3266,ドラッグストア
薬王堂青森天間林店,青森県上北郡七戸町字森ノ上130-44,0176-51-0231,ドラッグストア
薬王堂 青森天間林店,青森県上北郡七戸町字森ノ上１３０４４,0176-51-0231,ドラッグストア
スーパードラッグアサヒエルム店,青森県五所川原市唐笠柳藤巻517-1,0173-33-6263,ドラッグストア
ハッピー・ドラッグ やえだ店,青森県青森市東造道３丁目１５１,017-736-5127,ドラッグストア
ハッピー・ドラッグ青森やえだ店,青森県青森市東造道3丁目15-1,017-736-5127,ドラッグストア
ツルハドラッグ 青森浜田店,青森県青森市大字浜田字玉川２５１２,017-762-3268,ドラッグストア
ツルハドラッグ青森浜田店,青森県青森市大字浜田字玉川251-2,017-762-3268,ドラッグストア
ツルハドラッグ 青森原別店,青森県青森市原別１丁目１６１３４,017-736-2680,ドラッグストア
ツルハドラッグ青森原別店,青森県青森市原別1丁目1-33,017-736-2680,ドラッグストア
サンドラッグ岡三沢店,青森県三沢市岡三沢2丁目1-5,0176-51-3521,ドラッグストア
ツルハドラッグ 八戸市民病院前店,青森県八戸市田向３丁目２１９,0178-73-2681,ドラッグストア
ツルハドラッグ八戸市民病院前店,青森県八戸市田向3丁目2-19,0178-73-2681,ドラッグストア
ハッピー・ドラッグ八戸田向店,青森県八戸市田向2丁目12-8,0178-73-8228,ドラッグストア
薬王堂青森常盤店,青森県南津軽郡藤崎町榊字亀田10-24,0172-26-5431,ドラッグストア
株式会社薬王堂 青森常盤店,青森県南津軽郡藤崎町大字榊字亀田１０２４,0172-26-5431,ドラッグストア
ハッピー・ドラッグ大鰐店,青森県南津軽郡大鰐町大字大鰐字前田５１,0172-49-1040,ドラッグストア
ハッピー・ドラッグ青森大鰐店,青森県南津軽郡大鰐町大字大鰐字前田5-1,0172-49-1040,ドラッグストア
ハッピー・ドラッグ十和田元町東店,青森県十和田市元町東1丁目13-16,0176-25-7557,ドラッグストア
ハッピードラッグ十和田店,青森県十和田市元町東１丁目１３１６,0176-25-7557,ドラッグストア
ドラッグ・ユー 小中野店,青森県八戸市小中野３丁目２４７２,0178-22-3386,ドラッグストア
ハッピー・ドラッグ青森浜館店,青森県青森市浜館6-4-21,017-752-6171,ドラッグストア
たてさか薬品,青森県十和田市西六番町３２９,0176-23-0562,ドラッグストア
アルソア化粧品たてさか店,青森県十和田市西六番町３２９,0176-23-0562,ドラッグストア
薬王堂三戸川守田店,青森県三戸郡三戸町大字川守田字沖中61-1,0179-23-0181,ドラッグストア
薬王堂 三戸川守田店,青森県三戸郡三戸町大字川守田字沖中６１１,0179-23-0181,ドラッグストア
